datetime,heading,datetime,ret,label
2022-04-30 01:30:00,  Bitcoin in Your 401(k)? Fidelity Says It's Time. -- Barron's,2022-04-30 01:30:00,-0.029589344529897144,-1
2022-04-30 04:00:00,  Bitcoin in Your 401(k): Is that a Good Idea? -- WSJ,2022-04-30 04:00:00,-0.015496917482911043,-1
2022-04-30 06:32:00,  Bitcoin in a 401(k): Is That a Good Idea? -- WSJ,2022-04-30 06:32:00,-0.017787313597735332,-1
2022-04-30 16:59:00,"  'Just Say No' To Bitcoin, Says Berkshire Hathaway's Charlie Munger -- MarketWatch",2022-04-30 16:59:00,0.0022552256513832525,0
2022-04-30 20:19:00,"                             Charlie Munger Says He Doesn't Like Bitcoin Because Its 'stupid,' 'evil,' And Makes People Look Bad -- MarketWatch",2022-04-30 20:19:00,-0.015621771218672476,-1
2022-04-30 20:40:00,"  Update: Charlie Munger Says He Doesn't Like Bitcoin Because Its 'stupid,' 'evil,' And Makes People Look Bad -- MarketWatch",2022-04-30 20:40:00,-0.012334488376896102,-1
2022-05-01 09:30:00,  Wall Street Reluctantly Embraces Crypto -- WSJ,2022-05-01 09:30:00,0.0275021413981682,1
2022-05-02 06:32:00,  Wall Street Warms Up to Crypto -- WSJ,2022-05-02 06:32:00,-0.011369235832318081,-1
2022-05-02 09:25:00,  Bitcoin Prices Are Rising. Warren Buffett Still Doesn't Believe in the Crypto. -- Barrons.com,2022-05-02 09:25:00,-0.011750878000342246,-1
2022-05-02 10:30:00,  Press Release: BitNile Holdings Issues April Bitcoin Production and Mining Operation Report,2022-05-02 10:30:00,-0.009793370724595074,0
2022-05-02 11:00:00,  Press Release: Cathedra Bitcoin Announces Fourth Quarter and Full-Year 2021 Financial Results,2022-05-02 11:00:00,-0.008574676823280392,0
2022-05-02 11:06:00,  Press Release: Bitfarms Provides April 2022 Production and Mining Operations Update,2022-05-02 11:06:00,-0.007550104523429191,0
2022-05-03 13:00:00,  Press Release: Riot Blockchain Announces April 2022 Production and Operations Updates,2022-05-03 13:00:00,0.014468883045817948,1
2022-05-03 13:27:00,  Bitcoin and Other Cryptos Are in a 'Bear Market.' The Fed Might Make It Worse. -- Barrons.com,2022-05-03 13:27:00,0.01650164672422294,1
2022-05-03 20:01:00,  *MicroStrategy 1Q Loss/Shr $11.58 >MSTR,2022-05-03 20:01:00,0.05804467518461642,1
2022-05-03 23:10:00,"                             MicroStrategy Recruits New CFO Amid Bitcoin Push, Wider Losses -- WSJ",2022-05-03 23:10:00,0.05345542938397285,1
2022-05-04 05:59:00,  Bitcoin Mining Stocks Have Been Slammed. The EPA Could Make It Worse. -- Barrons.com,2022-05-04 05:59:00,0.03973994129908598,1
2022-05-04 10:20:00,  Bitcoin Prices Rise but Cryptos Are Struggling. The Fed's Rates Decision Looms Large. -- Barrons.com,2022-05-04 10:20:00,0.0141246306358076,1
2022-05-04 10:38:00,  PRESS RELEASE: Northern Data reports on operations for April 2022,2022-05-04 10:38:00,0.0158541501324152,1
2022-05-04 11:01:00,  Press Release: Compass Therapeutics Reports Positive Interim Phase 2 Data of CTX-009 in Combination with Paclitaxel in Biliary Tract Cancers,2022-05-04 11:01:00,0.014385020425758954,1
2022-05-04 11:59:00,  Press Release: Digihost Announces 44% Increase in Monthly Bitcoin Production and Provides Operations Update,2022-05-04 11:59:00,0.0126113043047964,1
2022-05-04 12:00:00,  Press Release: Imfinzi Plus Chemotherapy Granted Priority Review in the US for Patients With Locally Advanced or Metastatic Biliary Tract...,2022-05-04 12:00:00,0.011501664394359734,1
2022-05-04 12:30:00,  Press Release: Marathon Digital Holdings Announces Bitcoin Production and Mining Operation Updates for April 2022,2022-05-04 12:30:00,0.01523574587590426,1
2022-05-04 13:17:00,"  Press Release: eWorld Companies, Inc. Secures Real Meta Tech LLC as Lead Marketing Partner for Bitcoin Wine NFT",2022-05-04 13:17:00,0.010706544308600074,0
2022-05-04 16:53:00,                             WisdomTree Aims to Bring Crypto To Advisors As the SEC Stalls on a Bitcoin ETF. -- Barrons.com,2022-05-04 16:53:00,-0.052921213125299515,-1
2022-05-04 20:06:00,  Press Release: Marathon Digital Holdings Reports First Quarter 2022 Results,2022-05-04 20:06:00,-0.09176504231867189,-1
2022-05-04 20:15:00,  *Zymeworks 1Q Loss/Shr $1.19 >ZYME,2022-05-04 20:15:00,-0.08700619740846616,-1
2022-05-05 07:00:00,  Press Release: XBT Provider AB (Publ) Appoints Jean-Charles Dudek As Managing Director,2022-05-05 07:00:00,-0.07992653294320184,-1
2022-05-05 09:30:00,"  *Sens. Warren, Smith Send Letter to Fidelity Over Bitcoin 401(k) Plans -- WSJ",2022-05-05 09:30:00,-0.07882381334826039,-1
2022-05-05 10:27:00,  Bitcoin Sees Biggest Gain in Months as Cryptos Are Buoyed by Fed Policy -- Barrons.com,2022-05-05 10:27:00,-0.08222566267126019,-1
2022-05-05 12:01:00,  Press Release: Graystone Company Announces It's April Bitcoin Mining Results,2022-05-05 12:01:00,-0.09076390049690752,-1
2022-05-05 12:30:00,  *OLB: First Rev Contribution From Bitcoin Mining Ops to Be Recognized in 1Q >OLB                        ,2022-05-05 12:30:00,-0.08597219126431144,-1
2022-05-05 13:00:00,  Press Release: CleanSpark Announces April 2022 Bitcoin Production,2022-05-05 13:00:00,-0.09245711345124963,-1
2022-05-05 13:09:00,  Press Release: GEM Mining Announces April 2022 Production Update,2022-05-05 13:09:00,-0.09134385982605986,-1
2022-05-05 13:11:00,  Press Release: Gryphon Digital Mining Announces April Operational Update,2022-05-05 13:11:00,-0.0888041134264258,-1
2022-05-05 13:17:00,"  Press Release: eWorld Companies Inc. Acquires Stake in NFT Distribution Company, Inc. Stock and Will Participate in all of NFT Distribution...",2022-05-05 13:17:00,-0.08922969684680115,-1
2022-05-05 13:24:00,  Press Release: Iris Energy Limited Announces Monthly Investor Update for April 2022,2022-05-05 13:24:00,-0.08652701773955862,-1
2022-05-05 18:53:00,"  Bitcoin Slides Below $37,000 as Investors Unwind Risky Bets -- WSJ",2022-05-05 18:53:00,-0.011639091351659081,-1
2022-05-05 19:00:00,"  Bitcoin Slides Below $37,000 as Investors Unwind Risky Bets",2022-05-05 19:00:00,-0.0124614165374477,-1
2022-05-05 22:09:00,  Block Rises on Outlook in After-Hours Trading,2022-05-05 22:09:00,-0.014822389648596612,-1
2022-05-06 05:00:00,  bitcoin.com: USD33.6M Private Sale for its New Ecosystem Token VERSE,2022-05-06 05:00:00,-0.017579289419390576,-1
2022-05-06 06:33:00,  Bitcoin And Other Digital Money Fall -- WSJ,2022-05-06 06:33:00,-0.016062717951772942,-1
2022-05-06 09:59:00,  Bitcoin Stabilizes After Thursday's Selloff -- WSJ,2022-05-06 09:59:00,-0.012188469434337823,-1
2022-05-06 10:00:00,  Bitcoin Nears a Yearly Low. Where Cryptos Are Headed and Why the Weekend Is Key. -- Barrons.com,2022-05-06 10:00:00,-0.012641703372548552,-1
2022-05-06 11:30:00,  Press Release: Hut 8 Mining Monthly Production Update for April 2022,2022-05-06 11:30:00,0.009280292645480692,0
2022-05-06 14:17:00,"  Bitcoin Price Falls Below $36,000 -- WSJ",2022-05-06 14:17:00,-0.004730757129055352,0
2022-05-09 05:15:00,  U.S. Stock Futures Fall as Bond Yields Edge Higher -- WSJ,2022-05-09 05:15:00,-0.06645020788198475,-1
2022-05-09 10:49:00,  Bitcoin Prices Keep Plunging and There's No Sign of Stopping. Where the Bottom May Be. -- Barrons.com,2022-05-09 10:49:00,-0.04570032285010084,-1
2022-05-09 11:02:00,  Bitcoin Is Proving It Isn't Gold 2.0 as It's Moving in Same Direction as Stocks -- Barrons.com,2022-05-09 11:02:00,-0.04575085887657204,-1
2022-05-09 11:18:00,"                             Coinbase, MicroStrategy, Block and Other Crypto Stocks Fall With Bitcoin Prices -- Barrons.com",2022-05-09 11:18:00,-0.04293307887368181,-1
2022-05-09 13:53:00,"  Why Another, Smaller Crypto Is Partly to Blame as Bitcoin Prices Plunge to Yearly Lows -- Barrons.com",2022-05-09 13:53:00,-0.0410018316544174,-1
2022-05-09 17:34:00,                             MicroStrategy Stock Is Crumbling as Bitcoin Slides and Rates Rise -- Barrons.com,2022-05-09 17:34:00,-0.0036590797842451783,0
2022-05-09 21:01:00,"  TerraUSD Falls Below Fixed Value, Triggering Selloff -- Update",2022-05-09 21:01:00,0.001747987947795071,0
2022-05-09 22:38:00,"  TerraUSD Falls Below Fixed Value, Triggering Selloff -- 2nd Update",2022-05-09 22:38:00,-0.023997112608277194,-1
2022-05-10 01:10:00,"  TerraUSD Falls Below Fixed Value, Triggering Selloff--3rd Update",2022-05-10 01:10:00,-0.006731324327444832,0
2022-05-10 06:32:00,  TerraUSD Coin Falls Below the Dollar -- WSJ,2022-05-10 06:32:00,-0.03280758556891772,-1
2022-05-10 10:00:00,"  Press Release: InvestmentPitch Media Video Discusses LUXXFOLIO's Increase in Bitcoin Mined in April to Approximately 180 PH/s, up 6% Month over Month",2022-05-10 10:00:00,0.01260304658355782,1
2022-05-10 10:28:00,"  Bitcoin Prices Briefly Slip Below $30,000. Why Cryptos Are at Risk for More Losses. -- Barrons.com",2022-05-10 10:28:00,0.00632577754348973,0
2022-05-10 11:00:00,  Press Release: Cipher Mining Provides First Quarter 2022 Business Update,2022-05-10 11:00:00,0.013493216512818318,1
2022-05-10 11:49:00,  El Salvador Buys the Dip with $15 Million Crypto Double-Down as Bitcoin Prices Crash -- Barrons.com,2022-05-10 11:49:00,-0.003980892474807707,0
2022-05-10 12:00:00,  Press Release: Jack Henry and NYDIG to Offer Bitcoin Services to Financial Institutions,2022-05-10 12:00:00,-0.00589298982516262,0
2022-05-10 12:00:00,"  Press Release: Bit Digital, Inc. Announces Monthly Production Update for April 2022",2022-05-10 12:00:00,-0.00589298982516262,0
2022-05-10 12:08:00,"  Bitcoin, Other Cryptocurrencies Stabilize After Multiday Selloff -- WSJ",2022-05-10 12:08:00,0.0008781077647239677,0
2022-05-10 12:20:00,"  Bitcoin, Other Cryptocurrencies Stabilize After Multiday Selloff",2022-05-10 12:20:00,-0.010747057390842918,0
